Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,combined_text
FYR Dumbbell Arnold Press,"Named after the iconic bodybuilder/movie star, the Arnold press adds rotation to a classic shoulder press, hitting all three heads of the deltoids in one motion.",Strength,Shoulders,Dumbbell,Intermediate,,,"fyr dumbbell arnold press named after the iconic bodybuilder/movie star, the arnold press adds rotation to a classic shoulder press, hitting all three heads of the deltoids in one motion."
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,,Strength,Shoulders,Dumbbell,Intermediate,,,fyr dumbbell military press to dumbbell high pull to v-up 
FYR Dumbbell Thruster,"The dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. This exercise is often performed with kettlebells, but dumbbells work great, too.",Strength,Shoulders,Dumbbell,Intermediate,,,"fyr dumbbell thruster the dumbbell thruster, which begins with a squat and ends with an overhead press, works the entire body at once in a single fluid motion. this exercise is often performed with kettlebells, but dumbbells work great, too."
Dumbbell hang snatch,"The dumbbell hang snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. Performing the movement from the hang position, rather than from the ground, emphasizes explosive hip and upper-body power. It can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit.",Strength,Shoulders,Dumbbell,Intermediate,,,"dumbbell hang snatch the dumbbell hang snatch is an explosive exercise that builds full-body power and targets the muscles of the hips, back, and shoulders. performing the movement from the hang position, rather than from the ground, emphasizes explosive hip and upper-body power. it can be performed for low reps with a focus on power and speed, or for higher reps to build muscle or as part of a metabolic conditioning circuit."
Surfer sprawl,"The surfer sprawl is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a burpee, but instead of jumping at the top, you end in a ""surfer position,"" alternating sides with each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout. The surfer position offers a unique way to challenge the body by staying in a low position rather than standing up after the plank.",Strength,Shoulders,Dumbbell,Intermediate,,,"surfer sprawl the surfer sprawl is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. it is similar to a burpee, but instead of jumping at the top, you end in a ""surfer position,"" alternating sides with each rep. it can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout. the surfer position offers a unique way to challenge the body by staying in a low position rather than standing up after the plank."
Dumbbell clean and press,"The dumbbell clean and press is a full-body movement that targets both the lower and upper body. The clean utilizes the muscles of the hips, legs, glutes, back, and biceps, while the press utilizes the shoulders and triceps. It can be trained in low to moderate reps for strength, or for higher reps, such as 8-12 reps per set or more, for muscle building or metabolic conditioning.",Strength,Shoulders,Dumbbell,Intermediate,,,"dumbbell clean and press the dumbbell clean and press is a full-body movement that targets both the lower and upper body. the clean utilizes the muscles of the hips, legs, glutes, back, and biceps, while the press utilizes the shoulders and triceps. it can be trained in low to moderate reps for strength, or for higher reps, such as 8-12 reps per set or more, for muscle building or metabolic conditioning."
Standing One-Arm Shoulder Press - Gethin Variation,"The single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. It’s done one arm at a time, as well as standing, which may allow more weight to be used.",Strength,Shoulders,Dumbbell,Intermediate,,,"standing one-arm shoulder press - gethin variation the single-arm standing shoulder press builds shoulder muscle but with two major differences from the standard seated dumbbell shoulder press. it’s done one arm at a time, as well as standing, which may allow more weight to be used."
Incline Front Dumbbell Raise - Gethin Variation,The incline dumbbell front raise is an isolation exercise targeting the shoulders,Strength,Shoulders,Dumbbell,Intermediate,,,incline front dumbbell raise - gethin variation the incline dumbbell front raise is an isolation exercise targeting the shoulders
Dumbbell lateral raise,"The dumbbell lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. It is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,,,"dumbbell lateral raise the dumbbell lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. it's a staple strength-training move and is a great option for accessory work on upper-body training days. it is usually performed for moderate to high reps, at least 8-12 reps, as part of the upper-body or shoulder-focused portion of a workout."
Incline Rear-Delt Fly - Gethin Variation,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,,,"incline rear-delt fly - gethin variation the incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
